knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K24682	707.17	full	all	0.939279	2374	2226	8197	1077	5.40	0.590	patched domain-containing protein
K24683	863.87	full	all	1.000000	471	470	4200	1391	1.54	0.591	protein dispatched 3
K24684	121.93	domain	all	0.992782	722	692	1545	325	2.94	0.590	AN1-type zinc finger protein 1
K24685	132.63	domain	all	0.998400	984	936	1956	392	3.21	0.590	AN1-type zinc finger protein 2
K24686	169.47	full	all	0.998885	559	449	1561	357	2.71	0.590	AN1-type zinc finger protein 3
K24687	106.43	full	all	0.991279	1296	1031	1842	306	4.16	0.590	AN1-type zinc finger protein 5/6
K24688	183.27	full	all	0.990065	308	306	4530	685	6.29	0.590	zinc finger CW-type PWWP domain protein 1
K24689	241.40	full	all	1.000000	246	213	561	324	1.80	0.590	lipoyl synthase
K24690	199.40	full	all	0.978407	236	231	2380	581	3.62	0.590	zinc finger CW-type PWWP domain protein 2
K24691	232.47	domain	all	0.996421	563	561	8678	1690	5.93	0.590	zinc finger protein 106
K24692	224.53	domain	all	1.000000	531	529	17743	2124	5.78	0.590	zinc finger protein 638
K24693	497.57	domain	all	0.986259	391	323	566	395	0.71	0.592	pre-mycofactocin synthase [EC:1.4.3.26]
K24694	30.57	full	all	1.000000	293	224	207	97	3.54	0.590	mycofactocin precursor peptide MftA
K24695	36.53	full	all	0.961109	385	310	347	158	3.09	0.590	mycofactocin biosynthesis protein MftB
K24696	371.07	full	all	0.965088	409	341	1006	405	3.25	0.590	[mycofactocin precursor peptide]-tyrosine decarboxylase / 3-amino-5-[(4-hydroxyphenyl)methyl]-4,4-dimethylpyrrolidin-2-one synthase [EC:1.3.98.7 4.1.99.26]
K24697	210.77	full	all	0.982785	383	326	589	249	2.67	0.590	mycofactocin precursor peptide peptidase [EC:3.4.14.14]
K24698	222.60	domain	all	0.997101	408	349	2177	687	3.90	0.590	mycofactocin glycosyltransferase
K24699	99.03	domain	all	0.987874	355	285	427	207	2.47	0.590	TetR/AcrR family transcriptional regulator, regulator of mycofactocin system
K24700	99.30	domain	trim	0.992050	876	759	543	270	5.59	0.590	3-mercaptopropionate dioxygenase [EC:1.13.11.91]
K24701	-	-	-	-	1	1	206	206	0.38	0.585	L-glutamate 3(R)-hydroxylase [EC:1.14.11.76]
K24702	625.00	full	all	0.848677	11	10	495	461	0.77	0.593	N,N-dimethyl phenylurea N-demethylase alpha subunit [EC:1.14.15.38]
K24703	186.30	full	all	1.000000	11	10	191	166	0.79	0.592	N,N-dimethyl phenylurea N-demethylase beta subunit [EC:1.14.15.38]
K24704	393.17	full	all	0.981365	88	82	396	321	1.40	0.590	alpha-N-dichloroacetyl-p-aminophenylserinol N-oxygenase [EC:1.14.99.67]
K24705	453.53	full	all	0.878307	12	11	349	325	0.70	0.588	4-aminobenzoate N-oxygenase [EC:1.14.99.68]
K24706	1767.67	full	trim	0.932998	437	430	2523	1125	0.97	0.590	signal peptide, CUB and EGF-like domain-containing protein 2
K24707	605.57	full	trim	0.944748	248	207	696	512	1.97	0.590	ribulokinase [EC:2.7.1.16]
K24708	719.53	domain	all	0.892154	641	533	1213	588	3.96	0.590	ATP-binding cassette, subfamily B, putative efflux pump [EC:7.6.2.-]
K24709	638.17	full	all	1.000000	19	19	596	540	0.88	0.592	D-galactose transport system substrate-binding protein
K24710	477.00	full	all	1.000000	18	17	339	297	0.57	0.589	D-galactose transport system permease protein
K24711	466.43	full	all	0.952137	21	20	326	319	0.67	0.591	D-galactose transport system permease protein
K24712	1026.70	full	all	0.746732	30	30	940	679	1.05	0.589	D-galactose transport system ATP-binding protein [EC:7.5.2.11]
K24713	1037.47	full	all	0.885073	19	19	1160	953	1.17	0.589	steroid C-25 hydroxylase alpha subunit [EC:1.17.99.10]
K24714	541.37	full	all	0.881766	17	17	438	343	0.60	0.588	steroid C-25 hydroxylase beta subunit [EC:1.17.99.10]
K24715	165.17	full	all	0.871795	18	18	259	215	1.47	0.590	steroid C-25 hydroxylase gamma subunit
K24716	1021.40	full	all	0.876998	28	26	935	807	1.28	0.589	3-oxo-Delta1-steroid hydratase/dehydrogenase large subunit [EC:1.17.99.11]
K24717	433.40	full	all	0.523810	16	16	313	288	1.07	0.590	3-oxo-Delta1-steroid hydratase/dehydrogenase medium subunit [EC:1.17.99.11]
K24718	253.47	domain	all	0.355769	38	38	267	164	0.97	0.588	3-oxo-Delta1-steroid hydratase/dehydrogenase small subunit [EC:1.17.99.11]
K24719	688.27	full	all	1.000000	31	27	639	596	1.04	0.590	smc-like protein Sph1
K24720	522.23	full	all	0.997433	787	779	7988	1221	1.61	0.589	tubby-related protein 4
K24721	320.63	full	all	0.991827	822	797	4343	655	2.57	0.590	clathrin interactor 1
K24722	318.30	full	trim	0.996713	767	762	7389	1024	5.94	0.590	dynein axonemal intermediate chain 3
K24723	469.73	full	all	0.969151	756	749	4734	955	4.81	0.590	dynein axonemal intermediate chain 4
K24724	338.73	domain	all	0.934974	544	289	1039	280	1.42	0.589	TLE family member 5 (amino-terminal enhancer of split)
K24725	380.67	full	all	0.965589	967	896	2000	501	4.04	0.590	angio-associated migratory cell protein
K24726	36.53	full	all	0.979035	534	468	633	146	5.57	0.590	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8
K24727	409.30	full	all	0.997724	1354	1324	6030	1227	5.30	0.590	myogenesis-regulating glycosidase [EC:3.2.1.-]
K24728	285.67	domain	all	0.998596	726	714	2931	766	2.52	0.590	cilia- and flagella-associated protein 52
K24729	242.07	domain	all	1.000000	799	790	5362	1264	4.57	0.590	cilia- and flagella-associated protein 57
K24730	233.30	domain	all	0.997049	1098	1022	2780	639	3.74	0.590	cytosolic iron-sulfur protein assembly protein CIAO1
K24731	1028.00	full	all	0.940815	359	348	1932	785	0.94	0.589	dystrophia myotonica WD repeat-containing protein
K24732	292.33	full	all	0.936360	669	655	2030	445	3.68	0.590	guanine nucleotide-binding protein subunit beta-like protein 1
K24733	193.80	domain	all	1.000000	511	502	3169	808	3.11	0.590	leucine-rich repeat and WD repeat-containing protein 1
K24734	389.17	domain	all	0.998269	1462	1442	13386	1777	6.26	0.590	NACHT domain- and WD repeat-containing protein
K24735	266.43	domain	all	0.993933	504	500	2614	742	3.41	0.590	sperm-associated antigen 16 protein
K24736	390.87	domain	all	1.000000	1173	1124	2460	661	1.95	0.591	WD repeat-containing protein 1 (actin-interacting protein 1)
K24737	456.37	full	all	0.984474	945	932	8200	1385	5.87	0.590	WD repeat-containing protein 6
K24738	771.30	full	all	0.942367	926	903	7232	1328	4.40	0.590	rabconnectin-3b
K24739	194.10	domain	all	0.997792	772	678	2426	609	2.51	0.590	WD repeat-containing protein 13
K24740	524.30	full	all	1.000000	522	519	3649	1301	2.01	0.590	WD repeat-containing protein 17
K24741	859.43	full	all	0.762778	1161	1074	4704	932	2.48	0.590	WD repeat-containing protein 20
K24742	342.70	full	trim	0.984902	656	638	2198	580	3.10	0.590	WD repeat-containing protein 25
K24743	197.80	domain	all	0.990011	465	446	1295	440	1.97	0.590	WD repeat-containing protein 31
K24744	275.17	domain	all	0.999301	817	717	2633	558	1.32	0.590	WD repeat-containing protein 37
K24745	272.40	domain	all	0.982478	268	261	1482	429	2.54	0.589	WD repeat-containing protein 38
K24746	255.13	domain	all	1.000000	854	835	4175	920	2.11	0.590	WD repeat-containing protein 47
K24747	512.07	full	all	0.987264	514	514	4464	1026	2.99	0.590	WD repeat-containing protein 49
K24748	182.90	domain	all	0.880375	583	563	1551	432	3.11	0.590	WD repeat-containing protein 53
K24749	97.97	domain	all	0.998987	525	492	1662	687	4.43	0.590	WD repeat-containing protein 54
K24750	172.33	domain	all	0.993922	1107	1067	4402	473	4.98	0.590	WD repeat-containing protein 55
K24751	602.90	full	all	0.996899	323	320	3861	1387	1.97	0.591	WD repeat-containing protein 64
K24752	229.77	domain	all	0.987986	1069	1029	4717	876	4.64	0.590	WD repeat-containing protein 70
K24753	1215.73	full	all	0.998273	293	291	2261	1104	0.96	0.588	WD repeat-containing protein 72
K24754	92.03	domain	all	0.995650	468	459	1681	451	3.53	0.590	WD repeat-containing protein 73
K24755	256.23	full	all	0.993322	921	898	5003	609	4.35	0.590	WD repeat-containing protein 76
K24756	273.10	domain	all	0.993515	416	385	2951	440	2.26	0.590	WD repeat-containing protein 86
K24757	319.20	domain	all	0.987571	368	364	2857	676	3.35	0.590	WD repeat-containing protein 88
K24758	167.80	domain	all	0.992544	1039	1007	2569	536	6.47	0.590	WD repeat-containing protein 89
K24759	558.40	domain	all	0.994729	475	475	9428	1981	2.40	0.590	WD repeat-containing protein 90
K24760	312.87	full	all	0.997756	686	667	2950	736	2.34	0.590	WD repeat-containing protein 91
K24761	171.33	full	trim	0.998554	770	690	1595	540	1.93	0.590	dynein axonemal assembly factor 10
K24762	132.60	full	all	1.000000	436	432	2747	822	4.76	0.590	WD repeat-containing protein 93
K24763	160.73	full	all	0.998240	911	851	3486	787	4.25	0.590	regulator of MON1-CCZ1 complex
K24764	240.53	domain	trim	0.993093	664	650	2981	566	2.12	0.590	WD repeat, SAM and U-box domain-containing protein 1
K24765	335.30	domain	trim	0.988503	136	132	1980	877	2.80	0.590	catabolite repression protein CreC
K24766	529.70	full	all	1.000000	90	88	1887	970	2.05	0.590	ubiquitination network signaling protein AcrB
K24767	212.53	full	trim	0.937340	164	162	1383	412	3.60	0.590	ASTRA-associated protein 1
K24768	411.27	full	all	1.000000	674	665	6750	1189	2.38	0.590	myelin regulatory factor [EC:3.4.-.-]
K24769	696.00	full	trim	0.979530	449	417	4166	2270	1.56	0.591	transcription factor 20
K24770	252.40	domain	all	0.997333	196	189	788	394	1.25	0.591	protein decreased size exclusion limit 1
K24771	359.57	full	all	0.974359	21	21	589	425	1.87	0.590	TEL2-interacting protein 2
K24772	97.13	full	all	0.996750	518	464	612	157	2.97	0.590	guanine nucleotide-binding protein subunit gamma 1/2, plant
K24773	94.30	full	all	0.982238	332	317	2093	273	2.88	0.591	guanine nucleotide-binding protein subunit gamma 3, plant
K24774	100.77	full	all	0.997927	733	722	6219	960	6.50	0.590	formin-binding protein 4
K24775	82.73	full	all	0.991188	1073	1025	2923	347	4.07	0.590	WW domain-binding protein 1
K24776	867.40	full	all	0.982323	448	433	2245	805	1.39	0.590	protein RUFY3
K24777	3246.03	full	all	0.990114	409	409	5891	3175	1.05	0.591	WD repeat and FYVE domain-containing protein 4
K24778	86.53	full	all	0.993204	667	660	2168	393	3.87	0.590	abscission/NoCut checkpoint regulator
K24779	151.57	full	all	0.998987	537	495	1290	347	2.46	0.591	zinc finger FYVE domain-containing protein 21
K24780	272.27	full	all	0.999348	775	767	6928	887	2.68	0.590	lateral signaling target protein 2
K24781	1314.43	full	trim	0.980296	133	127	4814	2257	2.55	0.590	beige protein homolog 1
K24782	395.77	full	trim	0.898440	432	393	694	305	1.61	0.591	charged multivesicular body protein 4C
K24783	1285.10	full	all	0.850363	401	386	2032	889	1.32	0.590	janus kinase and microtubule-interacting protein 1
K24784	1343.77	full	trim	0.990420	439	370	1686	820	0.58	0.588	janus kinase and microtubule-interacting protein 2
K24785	1288.93	full	all	0.972939	429	418	3352	927	0.99	0.591	janus kinase and microtubule-interacting protein 3
K24786	290.20	full	all	0.997877	717	705	2571	678	2.28	0.590	RUN domain-containing protein 1
K24787	289.67	full	all	0.999418	974	861	3029	518	1.90	0.590	RUN domain-containing protein 3
K24788	289.17	domain	all	0.996942	513	495	1472	532	2.40	0.590	4-hydroxyphenylpyruvate dioxygenase-like protein [EC:1.13.-.-]
K24789	391.87	full	all	0.920845	291	287	2913	764	4.14	0.590	type 2 DNA topoisomerase 6 subunit B-like
K24790	949.17	full	all	0.972435	589	573	4004	865	2.31	0.590	periostin
K24791	633.30	domain	all	0.961405	153	153	1190	632	1.02	0.592	complement C1r subcomponent-like protein [EC:3.4.21.-]
K24792	459.77	domain	all	0.956202	449	443	3096	629	3.42	0.590	CUB domain-containing protein 2
K24793	575.93	domain	trim	0.879244	201	200	2292	690	1.83	0.590	CUB and zona pellucida-like domain-containing protein 1
K24794	308.73	domain	all	0.999511	1031	1022	4290	809	2.40	0.590	discoidin, CUB and LCCL domain-containing protein
K24795	955.93	full	trim	0.881676	539	506	3188	738	1.83	0.590	TBC1 domain family member 12
K24796	232.93	domain	all	0.994644	1139	1030	3058	479	2.19	0.589	TBC1 domain family member 13
K24797	501.27	full	all	0.997760	684	670	4406	932	2.09	0.590	TBC1 domain family member 16
K24798	240.00	full	all	1.000000	200	185	1128	371	0.99	0.589	TBC1 domain family member 21
K24799	462.40	full	all	0.995215	656	632	4793	774	2.14	0.591	TBC1 domain family member 25
K24800	772.73	full	all	1.000000	303	302	2445	966	1.12	0.590	TBC1 domain family member 30
K24801	-	-	-	-	2	2	369	350	0.54	0.587	HIV transmembrane fusion protein gp41
K24802	-	-	-	-	1	1	560	560	0.38	0.592	HIV-1 reverse transcriptase / ribonuclease H [EC:2.7.7.49 2.7.7.7 3.1.26.13]
K24803	-	-	-	-	1	1	288	288	0.38	0.595	HIV-1 integrase
K24804	280.20	domain	all	0.985144	542	375	1733	467	2.35	0.590	zinc finger and BTB domain-containing protein 14
K24805	1063.10	full	all	1.000000	439	434	1821	1042	0.93	0.589	zinc finger and BTB domain-containing protein 21
K24806	388.43	domain	all	0.998885	480	452	1567	750	1.48	0.590	zinc finger and BTB domain-containing protein 35
K24807	418.60	domain	all	0.991602	426	422	2590	823	2.22	0.590	zinc finger and BTB domain-containing protein 49
K24808	226.07	domain	all	0.986836	880	847	3503	741	4.71	0.590	BTB/POZ domain-containing protein 17
K24809	353.53	full	all	0.994911	223	198	813	586	1.39	0.590	calicin
K24810	232.47	domain	all	1.000000	998	987	8230	1365	7.80	0.590	inhibitor of Bruton tyrosine kinase
K24811	147.30	full	all	0.989093	378	373	4175	853	6.74	0.590	BTB/POZ domain-containing protein 18
K24812	216.87	full	all	0.995223	636	625	2297	774	3.51	0.590	HEAT repeat-containing protein 3
K24813	270.67	full	all	1.000000	305	303	4567	1112	3.42	0.590	HEAT repeat-containing protein 4
K24814	451.23	full	all	1.000000	1263	1245	8556	2419	4.80	0.590	HEAT repeat-containing protein 5
K24815	147.63	full	all	1.000000	853	849	4934	1108	5.45	0.590	HEAT repeat-containing protein 6
K24816	1083.80	full	all	0.963432	852	842	8659	1790	4.51	0.590	maestro heat-like repeat-containing protein family member 1
K24817	1415.07	full	all	0.978949	348	345	4115	1712	1.87	0.590	maestro heat-like repeat-containing protein family member 2
K24818	677.43	full	all	0.981845	1443	1438	9470	1385	4.25	0.590	Rho family-interacting cell polarization regulator
K24819	775.07	domain	all	1.000000	380	312	788	594	0.94	0.589	ATP-binding cassette, subfamily B, beta-glucan exporter [EC:7.5.2.3]
K24820	1085.03	domain	trim	0.968989	180	132	876	631	0.83	0.591	ATP-binding cassette, subfamily B, fatty acid transporter
K24821	844.23	domain	all	0.967995	1882	1684	1359	638	2.26	0.590	ATP-binding cassette, subfamily B, heavy metal transporter
K24822	547.17	domain	all	0.990802	602	601	10405	2440	2.87	0.590	lipoxygenase homology domain-containing protein 1
K24823	562.13	full	all	0.993832	412	405	2267	720	1.55	0.591	protein PAT1 homolog 2
K24824	97.47	full	all	0.998170	841	818	2324	362	4.26	0.590	RNA-binding protein 48
K24825	119.30	domain	all	0.983552	843	784	1643	426	5.55	0.590	armadillo repeat-containing protein 7
K24826	40.87	full	all	0.997647	1061	636	1237	197	3.55	0.590	cysteine-rich PDZ-binding protein
K24827	89.67	full	all	0.997038	544	505	1746	349	5.37	0.590	sodium channel modifier 1
K24828	127.37	full	all	0.999465	947	934	4144	723	8.40	0.590	lebercilin
K24829	415.43	full	all	0.996997	509	498	1984	978	1.90	0.589	major intrinsically disordered Notch2-binding receptor 1
K24830	201.93	full	all	0.993370	410	380	981	319	2.42	0.590	major intrinsically disordered Notch2-binding receptor 2
K24831	2145.90	full	all	0.995058	306	306	40484	3004	1.46	0.590	zonadhesin
K24832	105.07	domain	all	0.365241	360	354	1953	438	2.98	0.590	IQ domain-containing protein J
K24833	337.87	full	trim	0.565658	450	403	1914	630	2.35	0.590	schwannomin-interacting protein 1
K24834	273.30	domain	all	0.917256	1069	1034	3064	497	7.02	0.590	glioma pathogenesis-related protein 1
K24835	156.43	domain	all	0.959428	767	641	5315	715	6.31	0.590	glioma pathogenesis-related protein 2
K24836	396.37	domain	all	0.963006	501	402	988	390	2.61	0.590	peptidase inhibitor 15
K24837	196.80	domain	all	0.999453	926	916	6092	941	4.28	0.590	dynein regulatory complex subunit 11
K24838	155.80	domain	all	0.999264	681	678	4550	906	4.15	0.590	IQ and ubiquitin-like domain-containing protein
K24839	184.63	domain	all	0.972863	538	531	2290	597	8.17	0.590	dynein regulatory complex subunit 10
K24840	62.50	domain	all	0.995592	893	790	1345	270	3.66	0.590	IQ domain-containing protein F
K24841	130.10	full	all	0.986523	690	677	3012	463	8.47	0.590	dynein regulatory complex subunit 9
K24842	126.97	full	all	1.000000	510	509	4553	1245	4.26	0.590	IQ domain-containing protein H
K24843	74.80	full	all	0.995988	1532	1126	807	232	9.43	0.590	2-(all-trans-polyprenyl)phenol 6-hydroxylase (prephenate) accessory factor UbiT
K24844	349.70	domain	all	0.998215	1536	1123	608	331	1.26	0.590	2-(all-trans-polyprenyl)phenol 6-hydroxylase (prephenate) UbiU [EC:1.97.1.15]
K24845	138.30	domain	all	0.999579	1533	1189	673	344	2.45	0.590	2-(all-trans-polyprenyl)phenol 6-hydroxylase (prephenate) UbiV [EC:1.97.1.15]
K24846	538.17	domain	all	0.952504	705	651	1594	651	4.27	0.590	ATP-binding cassette, subfamily B, bacterial PglK [EC:7.5.2.-]
K24847	664.83	full	all	1.000000	983	846	1510	682	1.27	0.590	23S rRNA 5-hydroxycytidine C2501 synthase
K24848	670.10	domain	all	0.938053	181	176	729	469	1.14	0.589	interferon-induced protein with tetratricopeptide repeats 2
K24849	656.47	domain	all	0.982302	148	145	828	487	1.24	0.591	interferon-induced protein with tetratricopeptide repeats 3
K24850	676.10	full	all	0.664822	610	584	2900	590	3.11	0.590	interferon-induced protein with tetratricopeptide repeats 5
K24851	516.13	domain	all	0.994144	431	430	4457	1844	2.34	0.590	zinc finger protein 142
K24852	289.17	domain	trim	0.992788	570	559	4125	863	2.49	0.590	zinc finger protein 341
K24853	1070.07	full	all	1.000000	545	542	6518	2711	1.82	0.589	zinc finger protein 462
K24854	399.97	full	all	0.984945	254	237	921	435	1.35	0.591	damage-control phosphatase, subfamily II, stand-alone protein [EC:3.1.3.-]
K24855	734.30	full	all	1.000000	39	39	933	593	0.79	0.592	hydroxyversicolorone monooxygenase [EC:1.14.13.-]
K24856	495.07	full	all	0.904762	12	11	289	263	0.59	0.589	NADPH-dependent reductase
K24857	337.70	full	trim	0.915344	11	10	285	261	0.65	0.589	oxidoreductase AflX
K24858	500.40	full	all	0.878307	11	11	739	497	0.73	0.589	oxidoreductase AflY
K24859	373.80	full	all	1.000000	113	112	2494	1224	4.36	0.590	Phenuiviridae envelopment polyprotein
K24860	1376.73	full	all	0.933333	4	4	1243	1072	0.57	0.593	Rubivirus structral polyprotein
K24861	-	-	-	-	1	1	192	192	0.37	0.592	Hepatitis C virus envelope glycoprotein E1
K24862	-	-	-	-	2	2	293	292	0.42	0.591	HTLV envelope surface glycoprotein gp46
K24863	-	-	-	-	2	2	178	178	0.41	0.590	HTLV envelope transmembrane protein gp21
K24864	119.73	full	all	0.995929	740	614	1159	278	3.27	0.590	ADP-ribosylation factor-like protein 6-interacting protein 1
K24865	123.70	full	all	1.000000	706	647	1863	388	2.90	0.590	CDAN1-interacting nuclease 1
K24866	155.90	domain	trim	0.252513	2225	1958	1965	473	7.87	0.590	precorrin-2 dehydrogenase [EC:1.3.1.76]
K24867	489.43	full	trim	0.969928	287	272	861	504	1.69	0.591	dihydro-heme d1 dehydrogenase
K24868	464.40	full	trim	0.981055	310	290	610	391	1.39	0.589	heme d1 biosynthesis protein
K24869	332.70	full	all	1.000000	839	834	9763	1353	3.94	0.590	S phase cyclin A-associated protein in the endoplasmic reticulum
K24870	105.80	full	all	1.000000	506	264	1247	291	2.63	0.590	transmembrane protein 240
K24871	600.13	full	all	0.904762	10	10	349	331	0.63	0.594	ureidoglycine carbamoyltransferase [EC:2.1.3.16]
K24872	152.60	domain	all	1.000000	678	521	380	179	1.21	0.590	heptaprenylglycerol acetyltransferase [EC:2.3.1.-]
K24873	374.50	full	all	0.980190	725	542	513	321	1.48	0.590	heptaprenyl diphosphate synthase component 2 [EC:2.5.1.30]
K24874	163.90	domain	all	0.988021	634	550	2241	333	3.18	0.590	brain-specific homeobox protein
K24875	176.13	full	all	0.996424	1181	1120	3844	367	3.00	0.590	homeobox protein DBX
K24876	156.27	domain	trim	0.979699	517	499	1861	301	3.81	0.590	homeobox protein notochord
